,Unnamed: 0,sha,drug,section,doi,title,year,sentence,posssible_hedge,corona_paper,corona_block,Is_Negated,Is_Negated_Orig,Unnamed: 13,annotation_expert_1,Treatment
16190,17460,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,omalizumab,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16191,17461,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,omalizumab,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16192,17462,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,tenecteplase,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16193,17463,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,tenecteplase,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16194,17464,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,tenecteplase,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16195,17465,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,trastuzumab,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16196,17466,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,trastuzumab,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16197,17467,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,trastuzumab,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16201,17471,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,acetylcholine,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"Targacept is researching novel approaches to treat pain, including a 4 b 2 neuronal nicotinic acetylcholine receptors that are known to have pain-relieving effects in animals.",,False,False,0,0,0,0.0,effect
16234,17513,bcfa3dbb3fadcb51bd684e07b654328d2bf4e0db,acetate,body,10.1186/1746-6148-9-21,Continuous intravenous anaesthesia with sufentanil and midazolam in medetomidine premedicated New Zealand White rabbits,2013.0,"Warmed Ringer acetate solution (Fresenius Kabi, Sweden) was administered IV at a rate of 20 mL/kg BW/h.",,True,False,0,0,0,0.0,administer
16353,17642,be7e8df88e63d2579e8d61e2c3d716d57d347676,acetate,body,10.1016/b978-0-7020-5318-4.00011-5,Chapter 5 Respiratory System,2016.0,"Epidemiologic evidence suggests 3-methylindole, melengestrol acetate (fed to feedlot heifers to suppress estrus), high-energy diets, dusty environment, hot weather, and concurrent bacterial infection as possible causes or contributing factors",,True,True,0,0,0,1.0,suppress
16448,17745,c0afcaab27d3532f3396316eb529468097bd6de7,abatacept,body,10.3389/fimmu.2017.00157,TNF Blockade Maintains an IL-10(+) Phenotype in Human Effector CD4(+) and CD8(+) T Cells,2017.0,"Addition of tocilizumab (IL-6R blockade) or abatacept (CTLA4-Ig, which blocks CD80/CD86-mediated co-stimulation), both of which are biologic drugs routinely used in the clinic to treat rheumatoid arthritis, did not increase IL-10 + frequencies in CD4 + T cells, IL-17 + , IFNÎ³ + , or TNFÎ± + CD4 + T cell subpopulations (Figure 4B) ",could,True,True,1,1,0,0.0,treat
16886,18214,c654596857bce9cdd64ffc51842048643107348c,acetaminophen,body,10.1016/s0924-8579(02)00033-x,ECC-4 Abstracts,2002.0,"Antibiotics were administered subcutaneously 2 h post-middle ear inoculation, and continued t.i.d for 24 h, with or without acetaminophen (AP), at 50 mg/kg, administered 30 min before each antibiotic dose",,False,False,1,1,0,0.0,administered
16890,18218,c654596857bce9cdd64ffc51842048643107348c,acetate,body,10.1016/s0924-8579(02)00033-x,ECC-4 Abstracts,2002.0,"We treated 27 MSF patients with doxycycline 2)/100 mg/day, 25 patients with clarithromycin 2)/250 mg/day, as well as 25 patients with midecamycin 2)/400 mg/day and midecamycin acetate 30 mg/kg/day",,False,False,0,0,0,0.0,treated
16998,18336,c7f8760df509ef0c7f11a4c1bc9851f15b07fd78,copaxone,body,10.1016/s0074-7742(07)79003-7,The Role of CD4 T Cells in the Pathogenesis of Multiple Sclerosis,2007.0,Glatiramer acetate (GA; Copolymer-1; Copaxone ) is an FDA approved therapy for the treatment of RRMS,,True,False,0,0,0,0.0,therapy
17098,18441,c92979742ed6e66042352106864dd89d106fb2dc,acetylcholine,body,10.1097/mol.0000000000000340,DPP4 Inhibition: Insights From the Bench and Recent Clinical Studies,2016.0,"Treatment with vildagliptin for 4 weeks in patients with type 2 diabetes improved forearm blood vasodilator responses to intra-arterially administered acetylcholine, but not to sodium nitroprusside [30] ",may,False,False,1,1,0,0.0,administered
17113,18457,c93491cabf0aa17c8ba1f05e01701e6bfe7a4fd1,propecia,body,10.1016/b0-08-045044-x/00025-0,1.22 Bioethical Issues in Medicinal Chemistry and Drug Treatment,2007.0,"115 In the wake of consumer demand, pharmaceutical companies have increasingly begun to focus on lucrative life style drugs, such as remedies for impotence (Pfizer's Viagra), baldness (Merck's Propecia), weight reduction (Abbott's Meridia), and facial wrinkles (Allergan's Botox)",potential,False,False,0,0,0,0.0,remedies
17116,18460,c93491cabf0aa17c8ba1f05e01701e6bfe7a4fd1,viagra,body,10.1016/b0-08-045044-x/00025-0,1.22 Bioethical Issues in Medicinal Chemistry and Drug Treatment,2007.0,"115 In the wake of consumer demand, pharmaceutical companies have increasingly begun to focus on lucrative life style drugs, such as remedies for impotence (Pfizer's Viagra), baldness (Merck's Propecia), weight reduction (Abbott's Meridia), and facial wrinkles (Allergan's Botox)",potential,False,False,0,0,0,0.0,remedies
17234,18590,cabe6a81b684ef3c7b8febdc093f1aacbe06ced6,testosterone,body,10.3389/fimmu.2018.01547,Advancements in Host-Based Interventions for Influenza Treatment,2018.0,"Type I IFNs, prostaglandin I2, corticosteroids, and testosterone have been reported to suppress ILC2 activity (172, 173) ",,True,True,0,0,0,0.0,suppress
17288,18647,cbfddc279c85195d10ea9034eb7a599edd458693,ribavirin,body,10.1016/j.antiviral.2006.01.006,Treatment of respiratory virus infections,2006.0,(2004) also evaluated lopinavir/ritonavir treatment compared with historic controls; all patients were also treated with ribavirin and steroids,could,True,True,0,0,0,0.0,treated
17485,18863,ceb8a6b92ffbe82a86442218bdff2b8a11a4dbe4,acetate,body,10.1016/b978-0-7020-5246-0.00012-7,12 Diseases of the Respiratory System,2017.0,"Melengestrol acetate (MGA), a feed additive commonly fed to feedlot heifers to suppress estrus, has been associated with AIP based on epidemiologic evidence",,True,True,0,0,0,1.0,suppress
17707,19097,cfe62b4ea5e08692abe18bdf297dc527dfa5345f,amiloride,body,10.1533/9781908818195.1,1 Nanoparticulate systems as drug carriers: the need,2012.0,"In this book, we intend to provide an overview of these different therapeutic nanoparticles, the challenges Examples of nanoparticulate carriers targeted to the lung (modifi ed from [107] [108] [109] Amphotericin B Phospholipid and apolipoprotein Lung infection [114] Amiloride hydrochloride Liposome Cystic fi brosis [108] Secretory leukocyte protease inhibitor Liposome Cystic fi brosis [115] Interleukin-4 antisense oligodeoxynucleotides Polymeric nanoparticle Asthma [116] Vasoactive intestinal peptide Protamine nanoparticle Asthma [117] Indomethacin, ketoprofen Solid Lipid nanoparticles Asthma [108] Antisense oligonucleotide 2'-O-methyl-RNA PLGA nanoparticles Lung cancer [118] Leuprolide Liposome Lung cancer [108] HLA-A*0201-restricted T-cell epitopes from Mycobacterium tuberculosis Chitosan nanoparticles Tuberculosis [119] V1Jns plasmid encoding antigen 85B from M",may,False,False,0,0,0,0.0,therapeutic
17708,19098,cfe62b4ea5e08692abe18bdf297dc527dfa5345f,indomethacin,body,10.1533/9781908818195.1,1 Nanoparticulate systems as drug carriers: the need,2012.0,"In this book, we intend to provide an overview of these different therapeutic nanoparticles, the challenges Examples of nanoparticulate carriers targeted to the lung (modifi ed from [107] [108] [109] Amphotericin B Phospholipid and apolipoprotein Lung infection [114] Amiloride hydrochloride Liposome Cystic fi brosis [108] Secretory leukocyte protease inhibitor Liposome Cystic fi brosis [115] Interleukin-4 antisense oligodeoxynucleotides Polymeric nanoparticle Asthma [116] Vasoactive intestinal peptide Protamine nanoparticle Asthma [117] Indomethacin, ketoprofen Solid Lipid nanoparticles Asthma [108] Antisense oligonucleotide 2'-O-methyl-RNA PLGA nanoparticles Lung cancer [118] Leuprolide Liposome Lung cancer [108] HLA-A*0201-restricted T-cell epitopes from Mycobacterium tuberculosis Chitosan nanoparticles Tuberculosis [119] V1Jns plasmid encoding antigen 85B from M",may,False,False,0,0,0,0.0,therapeutic
17709,19099,cfe62b4ea5e08692abe18bdf297dc527dfa5345f,ketoprofen,body,10.1533/9781908818195.1,1 Nanoparticulate systems as drug carriers: the need,2012.0,"In this book, we intend to provide an overview of these different therapeutic nanoparticles, the challenges Examples of nanoparticulate carriers targeted to the lung (modifi ed from [107] [108] [109] Amphotericin B Phospholipid and apolipoprotein Lung infection [114] Amiloride hydrochloride Liposome Cystic fi brosis [108] Secretory leukocyte protease inhibitor Liposome Cystic fi brosis [115] Interleukin-4 antisense oligodeoxynucleotides Polymeric nanoparticle Asthma [116] Vasoactive intestinal peptide Protamine nanoparticle Asthma [117] Indomethacin, ketoprofen Solid Lipid nanoparticles Asthma [108] Antisense oligonucleotide 2'-O-methyl-RNA PLGA nanoparticles Lung cancer [118] Leuprolide Liposome Lung cancer [108] HLA-A*0201-restricted T-cell epitopes from Mycobacterium tuberculosis Chitosan nanoparticles Tuberculosis [119] V1Jns plasmid encoding antigen 85B from M",may,False,False,0,0,0,0.0,therapeutic
17710,19100,cfe62b4ea5e08692abe18bdf297dc527dfa5345f,leuprolide,body,10.1533/9781908818195.1,1 Nanoparticulate systems as drug carriers: the need,2012.0,"In this book, we intend to provide an overview of these different therapeutic nanoparticles, the challenges Examples of nanoparticulate carriers targeted to the lung (modifi ed from [107] [108] [109] Amphotericin B Phospholipid and apolipoprotein Lung infection [114] Amiloride hydrochloride Liposome Cystic fi brosis [108] Secretory leukocyte protease inhibitor Liposome Cystic fi brosis [115] Interleukin-4 antisense oligodeoxynucleotides Polymeric nanoparticle Asthma [116] Vasoactive intestinal peptide Protamine nanoparticle Asthma [117] Indomethacin, ketoprofen Solid Lipid nanoparticles Asthma [108] Antisense oligonucleotide 2'-O-methyl-RNA PLGA nanoparticles Lung cancer [118] Leuprolide Liposome Lung cancer [108] HLA-A*0201-restricted T-cell epitopes from Mycobacterium tuberculosis Chitosan nanoparticles Tuberculosis [119] V1Jns plasmid encoding antigen 85B from M",may,False,False,0,0,0,0.0,therapeutic
17711,19101,cfe62b4ea5e08692abe18bdf297dc527dfa5345f,protamine,body,10.1533/9781908818195.1,1 Nanoparticulate systems as drug carriers: the need,2012.0,"In this book, we intend to provide an overview of these different therapeutic nanoparticles, the challenges Examples of nanoparticulate carriers targeted to the lung (modifi ed from [107] [108] [109] Amphotericin B Phospholipid and apolipoprotein Lung infection [114] Amiloride hydrochloride Liposome Cystic fi brosis [108] Secretory leukocyte protease inhibitor Liposome Cystic fi brosis [115] Interleukin-4 antisense oligodeoxynucleotides Polymeric nanoparticle Asthma [116] Vasoactive intestinal peptide Protamine nanoparticle Asthma [117] Indomethacin, ketoprofen Solid Lipid nanoparticles Asthma [108] Antisense oligonucleotide 2'-O-methyl-RNA PLGA nanoparticles Lung cancer [118] Leuprolide Liposome Lung cancer [108] HLA-A*0201-restricted T-cell epitopes from Mycobacterium tuberculosis Chitosan nanoparticles Tuberculosis [119] V1Jns plasmid encoding antigen 85B from M",may,False,False,0,0,0,0.0,therapeutic
17712,19102,cfe62b4ea5e08692abe18bdf297dc527dfa5345f,abraxane,body,10.1533/9781908818195.1,1 Nanoparticulate systems as drug carriers: the need,2012.0,Abraxane Â® is another commercially successful product for the targeted cancer therapy,,False,False,0,0,0,0.0,therapy
17845,19253,d127e9fa7bcad289c4435d88c3e779ec46dd6de0,acetate,body,10.1016/j.virusres.2007.09.009,Expression and biochemical characterization of nsP2 cysteine protease of Chikungunya virus,2008.0,"As zinc salts (zinc acetate) are already used as therapeutics in humans, they could represent a promising drug for treatment of other viral infections.",,True,True,0,0,0,0.0,therapeutics
18052,19470,d2b8c64e77ae824f20369bd17ccb3b5de5bd8bd5,acetaminophen,body,10.1016/s0091-6749(95)70218-0,The common cold: Current therapy and natural history,1995.0,Aspirin and acetaminophen suppress sero-neutralizing antibody response (p < 0.05) and are associated with increased nasal symptoms and signs,may,True,False,0,0,0,1.0,suppress
18102,19521,d3744e7581b12fe33a93e21e89b5da988b790b4b,acetaminophen,body,10.1016/s0011-5029(96)90012-7,Multiple sclerosis,1996.0,An antipyretic medication such as acetaminophen can then be administered,may,True,False,0,0,0,0.0,administered
18168,19592,d4dc23273969e82b991c849b9538455ffd4642a6,levofloxacin,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"A number of agents taken to treat or prevent diarrhea can also cause cutaneous reactions, such as quinolones (ciprofloxacin, ofloxacin, sparfloxacin, levofloxacin), furazolidone, metronidazole, trimethoprim-sulfamethoxazole and bismuth sulfate; quinolones are particularly likely to produce photosensitivity",may,False,False,0,0,0,0.0,treat
